,ad,terkibi,hazirlanmasi,img_url,label,yemek_id
1927,Sobada toyuq və kartof qızartması - FOTO RESEPT,"  toyuq -  kartofəridilmiş yağcirə, keşniş toxumu, razyanaduzistiot","1. Ərzaqlar hazırlanır.2. Kartof təmizlənib yuyulur, toyuq yuyulub qurudulur. Toyuq duzla və qara istiotla sürtülür. Kartofda kəsiklər düzəldilir, lakin tam axıra kimi kəsilmir.3. Ədviyyatlar qarışığı hazırlanır, bunun üçün eyni miqdarda cirə, keşniş toxumu və razyana götürülüb qəhvəüyüdəndən keçirdilir. Alınmış ədviyyatdan bir toyuqa 2 çay qaşığı götürülür. Toyuq və kartoflar həmin ədviyyatla hər tərəfli yağlanır. Toyuğun üzərində bir neçə yerdən bıcaqla dəliklər yaradılıb ədviyyatla doldurulur. Toyuğun altına bir xörək qaşığı əridilmiş yağ əlavə edilir, ümumi 3-4 x/q əridilmiş yağdan istifadə ediləcək. Sonda tavanın üzərinə yarım stəkan su tökülür.4. Toyuq və kartoflar 1 saatlıq əvvəlcədən 190-220 dərəcədə isidilmiş sobaya yerləşdirilir. Və hər 10 dəqiqədən bir toyuq və kartofların üzərinə artıq tavada olan əridilmiş yağdan qaşıqla tökülməlidir.sobada-kartof-toyuq-45. Hazır olduqda toyuq və kartoflar tavadan boşqaba yerləşdirilir.6. Qalır yalnız onu bəzəmək, misal üçün təzə göyərtilərlə - yaşıl soğan, tərxun və pomidorla.7. Beləliklə bayram süfrəsini hazırlamaq heçdə çətin deyil, daha çətin bu nemətin dadını izah etməkdir. Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1442827565_dadli.jpg,Quru yemekleri,451776
1928,Sobada pirojki,Xəmir Üçün: stəkan (ml) ilıq su paket (g) quru maya stəkan (g) unu   duz  şəkər tozu stəkan (ml) süd yumurta+  yumurtanın ağı (sarısını üstü üçün ayırın) – qeyd: yumurtalar otaq hərarətində olmalıdır stəkan (ml) duru yağİçi ÜçünKartoflu İç:  duru yağ baş xırda doğranmış soğan  orta boy kartof/ stəkan xırda doğranmış şüyüd (və yaxud keşniş ya da cəfəri)zövqə görə duzzövqə görə istiotƏtli İç:  duru yağ baş xırda doğranmış soğan g çəkilmiş mal ətizövqə görə duzzövqə görə istiot,"Əvvəlcə xəmiri hazırlayın. Bunun üçün mayanı ilıq suda əridin. İri dərin qabda un, duz və şəkər tozunu qarışdırın. Üstünə mayalı suyu, südü, yumurta və duru yağı əlavə edib, əlinizlə yaxşıca qarışdırın, sonra isə təxminən 5-6 dəqiqə ərzində xəmir yoğurun. Xəmir elastik və zərif olmalı, ələ yapışmamalı amma çox bərk də olmalalıdır. Xəmiri dərin qaba geri qoyub, üstünü örtün və 1 ½ -2 saat ərzində isti yerdə gəlməyini gözlərin.Xəmir gəlməyə davam etdiyində, istədiyiniz içdən birini seçib hazırlayın.Kartofulu İçin hazırlanması: Kartofu suda bişirib, qabığını soyun və pöre halına gələnədək əzin. Bir tavada yağı qızdırıb, soğanı bu yağda bir az rəngi dönənə kimi qızardın. Soğanı, göyərtini kartofa əlavə edin. Zövgə görə duz və istiot vurub, qarışdırın.Ətli İçin hazırlanması: Tavada yağı qızdırın. Söğanı bu yağda yumuşalanadək qızardın. Çəkilmiş əti əlavə edib soğanla bərabər, tez-tez qarışdıraraq qızardın. Zövgə görə duz və istiot vurub, qarışdırın. Bu qarışığı ət maşınından bir dəfə keçirin – bu, için lopa lopa olmaması, və narın olması üçün edilir.Xəmiri 22-25 kündəyə ayırın. Hər kündənin diametri təxminən 4 cm olmalıdır.Kündələri bir əlinizə götürün, o biri əlinizlə bir az yastıladıb 10 cm dairələr əldə edənə kimi kənarlarını çəkin (aşağıdakı şəkildəki kimi). Hər dairənin içinə təxminən 1 xörək qaşığı içlik qoyun, və dairənin kənarlarını bir yerə gətirərək, dairəni bağlayın. Pirojkiləri tikişi aşağı olmaq şərtilə yağlanmış soba listinə aralı-aralı düzün və 15 dəqiqəliyinə kənara qoyun. Bu müddət ərzində pirojkilər bir az şişəcək.Sobanı 180Cdək istidin.. Pirojkilərin səthinə yumurta sarısı sürtüb, sobada təxminən 25 dəqiqə ərzində üstləri qızaranadək bişirin.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443990685_dadli.jpg,Quru yemekleri,694388
1929,Lahmacun + ayran - FOTO RESEPT,"Xəmiri Üçün:  quru maya  şəkər tozu  / stəkan ilıq su stəkan əla növ un  duzÜstü Üçün: q çəkilmiş qoyun əti  kiçik soğan – xırda-xırda doğranmış  (/ stəkan)  yetişmiş pomidor – qabığı soyulmuş, sıxılaraq dənəsi çıxarılmış və xırda-xırda doğranmış  (stəkan)/ stəkan xırda-xırda doğranmış cəfəri diş xırda-xırda doğranmış sarımsaq  acı qırmızı bibər tozu  şirin qırmızı bibər tozu (paprika)duz  soyuq suSüfrəyə Vermək Üçün:cəfərilimonayran (resept aşağıda)","Əvvəcə xəmiri hazırlayın. Bir qabda maya, şəkər və 1/2 stəkan ilıq suyu maya həll olana qədər qarışdırın. Qoyun isti yerdə 10 dəqiqə, üstü köpüklənənədək qalsın.  1 stəkan unu iri qaba ələyin. Üstünə mayalı qarışığı əlavə edib, qarışdırın. Qabın üstünü sellofanla örtüb 30 qədiqəlik isti yerə qoyun ki, qarışıq gəlsin və süngər (qubka) kimi olsun. Sonra qalan unu da bu qarışığa əlavə edin. Duzu və qalan 1  1/4stəkan suyu da əlavə edib, yaxşıca qarışdırın.Xəmiri 10 dəqiqə ərzində yoğurun. Hazır xəmir elastik olmalı və ələ yapışmamalıdır. Xəmiri iri qaba qoyub üstünü dəsmalla örtün.  1 saatlıq isti yerə qoyun ki, xəmir gəlsin.İçi hazırlayın. Bunun üçün içə ayrılan ərzaqları bir qaba qoyub, yaxşı qarışanadək yoğurun.Sobanı 230Cdək qızdırın. İri dəyaz formanı tərs çevirin (şəkilə bax) və üstünü bir az unlayın. Kənara qoyun.Gəlmiş xəmiri  bir az un səpilmiş yerə qoyun və əlinizlə ona uzunsov şəkil verin. İti bıcaqla 8 hissəyə  bölün. Hissələri kündələyib ovcunuzla üstlərinə  basaraq, bir az yastıladın. Sonra isə bu kündələrin üstünü sellofan və ya dəsmalla örtüb, 20 dəqiqəlik isti yerə qoyun ki, dincəlsinlər.Sonra isə kündələrin birini unlanmış yerdə 25 sm-lik çox  nazik dairə əldə edənədək oxlovla açın və unlanmış formaya qoyun. Dairənin üstünə içdən yayın. Lahmacunu istinmiş sobada ət bişənədək, təxminən 7 dəqiqə bişirin. Bişən lahmacunu sobadan çıxardan kimi, kənarlarındakı xəmirə yağ sürtün (bu, kənarlarını yumuşaldacaq). Bir lahmacun bişənədək, digər kündələri də eyniylə açıb, içdən yayıb, bişirin. Lahmacunu isti-isti süfrəyə verin. Üstünə limon sıxıb, cəfəri qoyub yeyin. Süfrəyə ayran da verilir.Bu da mənim ayran reseptim.AYRANTərkibi:4 stəkan qatıq4 stəkan soyuq suduz",http://dadli.az/uploads/posts/2015-10/1444580431_dadli.jpg,Quru yemekleri,160108
1930,Sobada tərəvəzli toyuq - FOTO RESEPT,"Xəmiri Üçün:  quru maya  şəkər tozu  / stəkan ilıq su stəkan əla növ un  duzÜstü Üçün: q çəkilmiş qoyun əti  kiçik soğan – xırda-xırda doğranmış  (/ stəkan)  yetişmiş pomidor – qabığı soyulmuş, sıxılaraq dənəsi çıxarılmış və xırda-xırda doğranmış  (stəkan)/ stəkan xırda-xırda doğranmış cəfəri diş xırda-xırda doğranmış sarımsaq  acı qırmızı bibər tozu  şirin qırmızı bibər tozu (paprika)duz  soyuq suSüfrəyə Vermək Üçün:cəfərilimonayran (resept aşağıda)","Əvvəcə xəmiri hazırlayın. Bir qabda maya, şəkər və 1/2 stəkan ilıq suyu maya həll olana qədər qarışdırın. Qoyun isti yerdə 10 dəqiqə, üstü köpüklənənədək qalsın.  1 stəkan unu iri qaba ələyin. Üstünə mayalı qarışığı əlavə edib, qarışdırın. Qabın üstünü sellofanla örtüb 30 qədiqəlik isti yerə qoyun ki, qarışıq gəlsin və süngər (qubka) kimi olsun. Sonra qalan unu da bu qarışığa əlavə edin. Duzu və qalan 1  1/4stəkan suyu da əlavə edib, yaxşıca qarışdırın.Xəmiri 10 dəqiqə ərzində yoğurun. Hazır xəmir elastik olmalı və ələ yapışmamalıdır. Xəmiri iri qaba qoyub üstünü dəsmalla örtün.  1 saatlıq isti yerə qoyun ki, xəmir gəlsin.İçi hazırlayın. Bunun üçün içə ayrılan ərzaqları bir qaba qoyub, yaxşı qarışanadək yoğurun.Sobanı 230Cdək qızdırın. İri dəyaz formanı tərs çevirin (şəkilə bax) və üstünü bir az unlayın. Kənara qoyun.Gəlmiş xəmiri  bir az un səpilmiş yerə qoyun və əlinizlə ona uzunsov şəkil verin. İti bıcaqla 8 hissəyə  bölün. Hissələri kündələyib ovcunuzla üstlərinə  basaraq, bir az yastıladın. Sonra isə bu kündələrin üstünü sellofan və ya dəsmalla örtüb, 20 dəqiqəlik isti yerə qoyun ki, dincəlsinlər.Sonra isə kündələrin birini unlanmış yerdə 25 sm-lik çox  nazik dairə əldə edənədək oxlovla açın və unlanmış formaya qoyun. Dairənin üstünə içdən yayın. Lahmacunu istinmiş sobada ət bişənədək, təxminən 7 dəqiqə bişirin. Bişən lahmacunu sobadan çıxardan kimi, kənarlarındakı xəmirə yağ sürtün (bu, kənarlarını yumuşaldacaq). Bir lahmacun bişənədək, digər kündələri də eyniylə açıb, içdən yayıb, bişirin. Lahmacunu isti-isti süfrəyə verin. Üstünə limon sıxıb, cəfəri qoyub yeyin. Süfrəyə ayran da verilir.Bu da mənim ayran reseptim.AYRANTərkibi:4 stəkan qatıq4 stəkan soyuq suduz",http://dadli.az/uploads/posts/2015-10/1443987202_dadli.jpg,Quru yemekleri,438919
1931,Tərəvəzli pizza,  (. q) ağ un + dörtdə üç   duz   toz mayadörtdə bir stəkan (q) zeytun yağı və ya başqa duru yağ + dörtdə üç stəkan (q və ya ml) soyuq su (.° C – buz kimi soyuq olmalıdır)  şəkər tozu,"BİRİNCİ GÜN1. Bir qabda unu¸duzu və toz mayanı qarışdırın.2. Üzərinə zeytun yağı, şəkər tozu və soyuq suyu əlavə edin. Ya iri taxta qaşıqla, ya da ki, mikserlə bir qədər yapışqan xəmir əldə edənə kimi qarışdırın. Sonra xəmiri təmiz taxta və ya masanın üzərinə qoyub  5-7 dəqiqə əlinizlə yoğurun. Alınan xəmir çox bərk olmamalı və ələ xoş gəlməlidir. Əgər xəmir çox suludursa, onda ona azacıq un əlavə edin və yenə yoğurun.  Yox əgər xəmir çox bərkdirsə, onda ona 1-2 çay qaşığı soyuq su əlavə edin və bir az da yoğurun. Hazır xəmir elastik olmalı və bir qədər ələ yapışmalıdır.3. Xəmiri 6 eyni kündəyə ayırın. Hər kündəni bir az unlayıb yumrulayın. Kündələri hər tərəfinə bir az zeytun yağı sürtün və ayrı-ayrı selofana (yeyinti üçün nəzərdə tutulan, ingiliscə buna plastic wrap deyilir) bükün. Kündələri bir gecəlik soyuducuya  qoyun. Bu xəmir soyuducuda 3 gün ərzində qala bilər.QEYD: Əgər xəmirin hamısını bir gündə istifadə etmək istəmirsinizsə, onda hər tərəfi yağlanmış kündələri selofana büküb dondurucuya qoyun. Burada xəmir 3 ay müddətində qala bilər. Pizzanı bişirməzdən biz gün əvvəl kündəni buzluqdan soyuducuya keçirin ki, donu açılsın.İKİNCİ GÜN4. Pizzanı bişirməyinizdən düz 2 saat əvvəl kündələri soyuducudan çıxardın. Taxta və ya masanı bir az unlayın. Əllərinizi xəfifcə unlayın və kündələrin üstünə basaraq onları yastıladın (qalınlığı 1.3 sm, diametri isə 12.7 sm olmalıdır). Kündələri bir az yağlayın və üzərlərini selofanla örtüb  2 saat müddətinə kənara qoyun.5. İki saatdan sonra sobanı 260˚C-dək qızdırın.6. Soba listini tərs çevirin və üstünə təxminən 2 xörək qaşığı un səpin. Kündəni yumruqlarınızın üzərinə yerləşdirib, xəmiri əks istiqamətlərə dartın ki, genişlənsin. Əsl pizza ustaları xəmiri havaya atıb sonra isə yumruqlarıyla tutub dartırlar ki, xəmir genişlənsin. Əgər “yumruqlu” metod sizə çətin görünürsə, onda xəmiri oxlov vasitəsilə açın.  Hazır xəmirin diametri 23-30 sm olmalıdır. Açılmış xəmiri çevrilmiş listin üstünə  qoyun.7. İndi isə xəmirin uzərinə istədiyiniz ərzaqdan qoyun. Mənim metodum budur (şəkildə gördüyünüz)lay 1:  4-5 qaşıq pomidor sousunu xəmirin üzərinə yayın (sousu hazırlamaq üçün ən asan üsullardan  biri: doğranmış pomidoru bir az yağda bişirin, sonra isə çəkin ki, püre kimi olsun. Zövqə gərə tavaya döyülmüş sarımsaq da əlavə etmək olar)lay 2: dilimlənmiş sosis və yaxud kiçik tikələrə bölünmüş bişmiş toyuq əti – BU LAY olsa da olar, olmasa da. Vegetarian versiyası çox ləzzətli olur.lay 3: yarım-ay şəklində doğranmış baş soğanlay 4: dilimlənmiş göbələklay 5: uzunsov doğranmış yaşil Bolqar bibərilay 6: dənəsi çıxardılmış qara zeytunlay 7: təxminən bir ovuc rəndələnmiş mozarella pendiri (Holland pendiri ilə əvəz etmək olar)Şəkildə gördüyünüz kimi, ərzaqlardan az-az istifadə olunub, çünki xəmir incədir.8.  Pizzanı qızdırılmiş sobada 5-8 dəqiqə ərzində bişirin. Qalan kündələri də hazırlayıb pizza bişirin. Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1444580771_dadli.jpg,Quru yemekleri,867582
1932,Şami,"  sümüksüz, yağsız qoyun əti  orta baş soğan – qabığını soyun, bütöv qalsınlar  yumurtazövqə görə duzzövqə görə istiottəxminən üçdə bir stəkan duru yağ – qızartmaq üçün","Əvvəlcə əti və bütöv soğanları  bir qazana qoyun. Üstünə ərzaqları örtəcək qədər su tökün. Bir çimdik duz atın. Qaynadın və təxminən 30 dəqiqə  bişirin. Ət tamamilə bişməlidir. Qazanın suyunu süzün (suyunu düşbərə üçün istifadə edə bilərsiniz). Əti və soğanları ət çəkən maşından keçirin. Sonra bir qaba qoyun. Üzərinə yumurta, duz, istot əlavə edib, yaxşıca yoğurun.Alınan kütlədən nə çox yastı, nə də çox qalın olan  uzonsov və ya yumru küftəciklər düzəldin. Təxminən 18-20 ədəd şami alınmalıdır.Tavada yağı qızdrın və şamini yağda qızardın . Plov və ya çörəklə süfrəyə verin (Lənkəranda plovla verilir).Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1444759609_dadli.jpg,Quru yemekleri,702198
1933,Lavaşda sosiska - FOTO RESEPT,  sosiska  lavaş  kərə yağı  yumurtazövqə görə duz,"1 İnqredientlər hazırlanır.2 Tavada kərə yağı qızdırılır.3 Sosikalar qızardılır.4 Lazım gələrsə bir qədər də yağ əlavə edə bilərsiniz. 5 Bu arada yumurta çalınır.6 Bişmiş sosika lavaş arasına qoyulur7 Əgər lavaş nazik olarsa, o zaman iki ədəd lavaşdan istifadə etmək olar. Sosiska şəkildəki kimi bükülür.8 Alınmış dürmək yumurtaya batırılır.9 Və yağda hər tərəfli qızardılır.10 Hazır olduqda süfrəyə vermək olar. Səhər yeməyi üçün çay ilə əla qəlyanaltıdır.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443892009_dadli.jpg,Quru yemekleri,723005
1934,Badımcan çığırtması - FOTO RESEPT,  iri badımcan  kartof  bibər  pomidor  soğanduru yağduz,"1. Badımcanın qabığı təmizlənir, kub şəklində doğranılır və duzlanır. 10 dəqiqə kənarda saxlanılır ki acısı çıxsın.2. Soğan təmizlənir kub şəklində xırda doğranılır. Tavaya duru yağ töküb soğan biraz qızardılır. Biraz qızardıqdan sonra üzərinə badımcanlar sıxılıb tökülür.3. Pomidorun, kartofun qabığı təmizlənir kub şəklində doğranılıb badımcana əlavə olunur. 4. Axırda bibər tumlarından təmizlənir, kub formasında doğranılır və yeməyə əlavə olunur.5. Zövqə görə yeməyə duz vurulur. Tavanın qapağı bağlanılır vam odda kartofları bişənə kimi bişirilir.Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1442393334_dadli.jpg,Quru yemekleri,812978
1935,Kartof qızartması - FOTO RESEPT,  orta ölçüdə kartof ml zeytun yağı diş sarımsaozmarin budağıduzistiot,"Bu gözəl qarnirin bişirilməsini hər kəs bilir. Və hər kəs bu yeməyi özünə məxsus resept ilə hazırlayır. Kimsə yumşaq kartof xoşlayır, bəziləri isə bu reseptdəki kimi xırt-xırtlı sevir.1. İnqredientlər.2. Kartof yuyulur, təmizlənir və təqribən 5-7 mm qalınlıqda, uzunsov formada doğranılır.3. Kartof bişərkən bir-birinə yapışmaması üçün onun kraxmalı yuyulub aparılmalıdır, bunun üçün kartofun üzərindən soyuq su axıdılır.4. Sonra kartof dəsmal ilə qurudulur.5. Tava qızdırılır. Bişirilən kartof ətirli və dadlı alınması üçün 1 diş sarımsaq və rozmarin budağı lazımdır. Zövqə görə digər otlardan da istifadə etmək olar. 6. Tava tam qızarkən onun içinə zeytun yağı tökülür. Zeytun yağına qabığı soyulmamış sarımsaq və rozmarın budağı əlavə edilir. Təqribi 30 saniyədən sonra sarımsaq və rozmarın tavadan çıxarılır.7. Kartoflar tavaya əlavə edilir. Diqqətli olun, kartof qarışdırılmır. Məqsəd odur ki kartof yaxşı qızarsın.8. Kartof qızarandan sonra ona duz və istiot vurulur, qarışdırılır və yenidən bir neçə dəqiqə qızardılır (bu müddət ərzində qarışdırılmır).9. Kartof hazır olandan sonra, lazım olduqda bir daha onu qarışdırıb qızartmaq olar. Bu üsulun sirri ondadır ki, daima böyük odda qızaran və az qarışdırılan kartof nəticədə xırt-xırtlı alınır. Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443712089_dadli.jpg,Quru yemekleri,666712
1936,Qarın qutabı - FOTO RESEPT,Xəmir üçün:   un ç/q duzsuİçlik üçün: kq qarın (mal və ya qoyun)  quyruq  soğanduzistiotnar və ya zirinc,"1. İçliyi hazırlamaq üçün, qarın, quyruq və soğan ət maşınından çəkilir; duz, istiot vurulub yaxşıca qarışdırılır.2. Xəmiri hazırlamaq üçüq un, duz və ilıq suyu bir qaba tökərək yumşaq xəmir yoğurulur.3. Qutabın sayına uyğun olaraq, xəmirdən kündələr hazıranır4. Kündələrin hər biri oxlov ilə dairəvi şəkildə açılır. Açılan xəmirin yarı hissəsinə qarından (yəni hazırlanmış qiymədən) qoyulur və aypara şəklində qatlanılır.5. Qiyməni xəmirin arasına qoyarkən zövqə görə nar dənələrindən və ya zirincdən də əlavə etmək olar.6. Qutab, hər iki tərəfi qızarana kimi, tavada bişirilir.Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1442396992_dadli.jpg,Quru yemekleri,408000
1937,Sadə tabaka - FOTO RESEPT,toyuqbibər pastasıduzistiotzeytun və ya günəbaxan yağı,"1. Toyuq təmizlənir, yuyulur. Suyunun tam getməsi üçün süzgəcə qoyulur.2. Toyuğun suyu getdikdən sonra yaxşı-yaxşı duzlanıb, istiotlanır. Sonra ən azı 2-3 saat soyuducuya qoyulur. Yaxşı olar ki 1 gün soyuducuda saxlanılsın.3. Soyuducudan götürdükdən sonra üzərinə bibər pastası və duru yağ çəkilir.4. 200-220 dərəcədə bişirilir. Sobaya qoyarkən tavaya duru yağ tökülür və zövqə görə kartof da kənarlarına düzmək olar.5. Toyuq biraz qızardıqda bıçağla deşilir ki, toyuğun suyu çıxsın.Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1442511114_untitled-1.jpg,Quru yemekleri,154028
